GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,6.58864,6.6 [6.1-7.1],6.12926,7.06652
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,76.57655,76.6 [69.6-82.4],69.56748,82.38017
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,57.8,57.8 [47.3-68.3],47.3,68.3
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,40.76399,40.8 [31.9-49.5],31.90741,49.46579
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,38.7,38.7 [31.5-45.8],31.5,45.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,5.70495,5.7 [5.2-6.3],5.19353,6.25642
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.4,3.4 [3.3-3.4],3.3,3.4
NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-oral-morphine-in-the-public-health-sector,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,,Yes,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.60485,0.6 [0.2 - 1.1],0.1709,1.13593
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.28292,0.3 [0.2-0.4],0.21646,0.36176
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2025,2025,2025,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.8,3.8 [2.8-4.9],2.8,4.9
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,46.77105,46.8 [37.1-57.0],37.08317,56.9971
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,90075.41,90075 [69232-114780],69231.67,114779.8
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,14.77764,14.8 [12.8-16.8],12.78905,16.81456
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,24.20098,24.2 [22.8-25.6],22.84935,25.55093
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,55.07088,55.1 [47.9-61.7],47.93808,61.693
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.19109,4.2 [3.9-4.5],3.8505,4.54601
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,75.91573,75.9 [69.0-81.7],68.9772,81.71308
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,13.53806,13.5 [12.7-14.4],12.72332,14.38168
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,2.52424,2.5 [2.2-3.0],2.1504,2.95897
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,9.44576,9.4 [8.6-10.3],8.63957,10.32137
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,37.64477,37.6 [35.6-39.6],35.61826,39.6401
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,8.1,8.1 [6.5-9.9],6.5,9.9
NCD_CCS_TOB_SVY,"Has conducted a recent, national adult risk factor survey covering tobacco use",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/has-conducted-a-recent--national-adult-risk-factor-survey-covering-tobacco-use,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,0.28345,0.3 [0.2-0.5],0.15843,0.45497
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.12666,1.1 [0.9-1.4],0.92452,1.36114
NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-aspirin-%28100-mg%29-in-the-public-health-sector,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,1981,1981,1981,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.2,3.2 [1.6-5.7],1.6,5.7
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,16.6,16.6 [14.0-19.3],14.0,19.3
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,23.61816,23.6 [22.1-25.1],22.10096,25.14901
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,47.35888,47.4 [37.0-58.3],36.97776,58.26902
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2.50838,2.5 [2.2-2.8],2.23507,2.79445
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1986,1986,1986,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.3,3.3 [3.0-3.5],3.0,3.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.16055,3.2 [2.8-3.5],2.83828,3.50022
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,24.06186,24.1 [22.6-25.5],22.64952,25.50924
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.3-4.6],4.3,4.6
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1986,1986,1986,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,1.3,1.30,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.0,1.0 [1.0-1.1],1.0,1.1
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,598755.1,598755 [490485-731731],490485.2,731731.3
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,1984,1984,1984,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,5.1421,5.14 [4.55-5.75],4.54694,5.75419
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.91773,4.9 [4.4-5.5],4.38711,5.48025
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,219862.8,219863 [170635-276114],170634.5,276113.5
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,54.80954,54.8 [47.3-61.5],47.31931,61.50965
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,9.7658,9.8 [8.6-11.1],8.55029,11.10462
NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-aspirin-%28100-mg%29-in-the-public-health-sector,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.017,1.0 [0.8-1.3],0.75829,1.33089
NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-sulphonylurea%28s%29-in-the-public-health-sector,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,21.64247,21.6 [20.1-23.2],20.0703,23.20888
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2001,2001,2001,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,8e-05,0.00,5.0e-05,0.00012
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,8.0,8.0 [5.7-10.8],5.7,10.8
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2429187.0,2429187 [1928340-3013394],1928340.0,3013394.0
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,8.3,8.3 [6.5-10.3],6.5,10.3
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,20.2034,20.2 [16.6-23.8],16.63552,23.82309
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,12.846,12.8 [12.0-13.7],12.02281,13.68448
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,988122.8,988123 [690378-1293223],690378.3,1293223.0
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.0,1.0 [0.9-1.0],0.9,1.0
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,33.5108,33.5 [32.2-34.9],32.15007,34.85097
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,27.1491,27.1 [26.0-28.3],26.03273,28.27413
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1993,1993,1993,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,0.9367,0.9 [0.7-1.2],0.69326,1.23086
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1988,1988,1988,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,1.54,1.54,,
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4.4,4.4 [4.3-4.5],4.3,4.5
NCD_CCS_DiabetesReg,Existence of a diabetes registry,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-a-diabetes-registry,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.47389,1.5 [1.3-1.7],1.25374,1.71766
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,899591.1,899591 [623977-1193745],623977.3,1193745.0
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,188677.9,188678 [137758-249604],137757.8,249604.1
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,5.42183,5.42 [5.24-5.60],5.23723,5.60367
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,18.2252,18.2 [17.6-18.9],17.61575,18.85956
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1998,1998,1998,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.43,1.43,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,8.52104,8.5 [7.9-9.2],7.9208,9.15923
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1985,1985,1985,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.2],0.9,1.2
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.0,1.0 [1.0-1.1],1.0,1.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.12266,0.1 [0.1-0.2],0.06841,0.19538
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,57.12286,57.1 [48.8-64.3],48.81458,64.30132
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,26.12928,26.1 [24.7-27.5],24.71848,27.51826
