GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,75800.0,75800 [58900-92700],58900.0,92700.0
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/antenatal-care-coverage-at-least-four-visits,1999,1995,1999,SEAR,South-East Asia,IND,India,,,,29.5,29.5,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,8060.0,8060 [4160-13300],4160.0,13300.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,54.0,54.0 [46.2-61.3],46.2,61.3
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,74800.0,74800 [62300-85700],62300.0,85700.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,70700.0,70700 [56000-85800],56000.0,85800.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,82400.0,82400 [63700-101000],63700.0,101000.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,33.0,33.0 [24.7-39.9],24.7,39.9
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-pregnant-women-%28aged-15-49-years%29,2000,2000,2000,SEAR,South-East Asia,IND,India,,,,107.0,107 [106-109],106.0,109.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2016,2016,2016,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,30400.0,30400 [27300-32900],27300.0,32900.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,72661.257,72661 [60723-83192],60723.0,83192.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,58.8,58.8 [49.0-67.4],49.0,67.4
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2005,2005,2005,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,4200.0,4200 [3800-4560],3800.0,4560.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,30000.0,30000 [24400-33800],24400.0,33800.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2016,2016,2016,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,1790.0,1790 [1080-2700],1080.0,2700.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,27.7,27.7 [22.1-33.3],22.1,33.3
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,55.7,55.7 [46.8-63.8],46.8,63.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,54.1,54.1 [46.6-61.5],46.6,61.5
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2016,2016,2016,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,7710.0,7710 [7020-8240],7020.0,8240.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,68.3,68.3 [60.5-74.4],60.5,74.4
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,72700.0,72700 [60700-83200],60700.0,83200.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,80900.0,80900 [62400-99800],62400.0,99800.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2005,2005,2005,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,10000.0,10000 [6990-13500],6990.0,13500.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,159000.0,159000 [136000-180000],136000.0,180000.0
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-birth-%28years%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,69.31467,69.3,,
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-children-aged-6-59-months,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,103.0,103 [100-106],100.0,106.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,8850.0,8850 [5870-12300],5870.0,12300.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,163552.658,163553 [139739-187002],139739.0,187002.0
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,18.8222,18.8,,
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-children-aged-6-59-months,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,107.0,107 [104-110],104.0,110.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,8110.0,8110 [4630-12700],4630.0,12700.0
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.29,1.3,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,67.3,67.3 [59.2-73.5],59.2,73.5
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,81300.0,81300 [62600-99900],62600.0,99900.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,8020.0,8020 [7290-8520],7290.0,8520.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,165000.0,165000 [141000-189000],141000.0,189000.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,401.0,401 [288-524],288.0,524.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,347.0,347 [244-458],244.0,458.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,79200.0,79200 [70900-86200],70900.0,86200.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,165428.495,165428 [141518-188670],141518.0,188670.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,74300.0,74300 [59300-89200],59300.0,89200.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,3660.0,3660 [3250-4030],3250.0,4030.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7622.624,7623 [6839-8191],6839.0,8191.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,80300.0,80300 [61700-99900],61700.0,99900.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,152000.0,152000 [129000-174000],129000.0,174000.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,25.4,25.4 [19.4-31.3],19.4,31.3
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,66200.0,66200 [55700-75900],55700.0,75900.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,25.7,25.7 [23.1-27.7],23.1,27.7
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,167417.35,167417 [143974-190214],143974.0,190214.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,3930.0,3930 [3510-4250],3510.0,4250.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2016,2016,2016,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,64300.0,64300 [53700-73900],53700.0,73900.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,54.2,54.2 [46.1-62.0],46.1,62.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2002,2002,2002,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,49700.0,49700 [41100-56600],41100.0,56600.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,9420.0,9420 [8660-9990],8660.0,9990.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,31000.0,31000 [28000-33400],28000.0,33400.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,8740.0,8740 [5760-12300],5760.0,12300.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2008,2008,2008,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,42800.0,42800 [32100-51800],32100.0,51800.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,84569.268,84569 [73560-93324],73560.0,93324.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,78100.0,78100 [62200-94300],62200.0,94300.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,54.5,54.5 [44.6-63.3],44.6,63.3
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,25.0,25.0 [22.7-27.0],22.7,27.0
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-birth-%28years%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,68.93996,68.9,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2001,2001,2001,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,88000.0,88000 [77900-95800],77900.0,95800.0
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-women-of-reproductive-age-%28aged-15-49-years%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,116.0,116 [114-119],114.0,119.0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,116.0,116 [114-119],114.0,119.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,2120.0,2120 [1220-3250],1220.0,3250.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,2520.0,2520 [1330-4120],1330.0,4120.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,53.9,53.9 [42.4-64.1],42.4,64.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,61000.0,61000 [54500-66900],54500.0,66900.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,382.0,382 [273-496],273.0,496.0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,117.0,117 [114-120],114.0,120.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,53500.0,53500 [47100-59300],47100.0,59300.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,3890.0,3890 [3500-4200],3500.0,4200.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,56.4,56.4 [47.7-64.6],47.7,64.6
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,24.1,24.1 [21.8-26.2],21.8,26.2
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,60.6,60.6 [50.5-69.1],50.5,69.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,185000.0,185000 [155000-212000],155000.0,212000.0
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.0,0,,
